id,published_at,title,body,url,source,categories
https://bitcoinmagazine.com/?p=54785,2026-09-11T18:47:07+00:00,Italy’s Second Biggest Bank UniCredit Is Weighting up Crypto Custody: Report,"Bitcoin Magazine Italy’s Second Biggest Bank UniCredit Is Weighting up Crypto Custody: Report Italy’s second largest bank is considering expanding into digital asset offerings, including custody, according to reports. According to a Friday Bloomberg report citing people familiar with the matter, Milan-based UniCredit is selecting a technology provider that would allow it to build the infrastructure needed to hold digital assets and facilitate their buying and selling. Bloomberg’s reporting added that tokenized investment products and fixed-income securities, the use of stablecoins and exposure to cryptocurrencies were all on the cards. JUST IN: Italy’s 2nd-largest bank UniCredit is considering to offer crypto asset custody — Bloomberg pic.twitter.com/NAZKJBdcES — Bitcoin Magazine (@BitcoinMagazine) September 11, 2026 The news comes as other banks in Europe expand crypto offerings. Spain moved first on retail, with BBVA rolling out bitcoin trading and custody to all customers via its app, using its own custody infrastructure rather than a third party; Santander’s Openbank followed with its own trading service. Cecabank — a Spanish custodian with over €400bn under management that acts as backbone for 100+ financial institutions — went live with crypto custody in June via a partnership with Bit2Me. And in Germany, Deutsche Bank is building custody with Bitpanda’s technology arm, while Taurus and DZ Bank got BaFin approval in January for its meinKrypto platform. New regulation in the European Union — Markets in Crypto-Assets Regulation (MiCA) — gives banks a legal definition, a supervisor, and a familiar set of obligations to launch crypto services. UniCredit is one 37 lenders across 15 European countries working together to create a company called Qivalis with the aim of issuing a euro-denominated stablecoin. Last year, the bank said it was offering professional clients a structured product tied to BlackRock’s iShares Bitcoin Trust exchange-traded fund, with full protection against losses. This post Italy’s Second Biggest Bank UniCredit Is Weighting up Crypto Custody: Report first appeared on Bitcoin Magazine and is written by Mathew Di Salvo .",https://bitcoinmagazine.com/news/unicredit-working-on-crypto-custody,BitcoinMagazine,"NEWS, Bitcoin, Digital assets, Europe, UniCredit"
https://cointelegraph.com/news/bitcoin-suisse-to-shift-up-to-half-of-swiss-jobs-abroad,2026-09-11T19:46:24+00:00,Bitcoin Suisse to shift up to half of Swiss jobs abroad,"The Swiss crypto financial services firm plans to move back-office functions to lower-cost international hubs as it expands its global wealth and asset management business, according to Finews.",https://cointelegraph.com/news/bitcoin-suisse-to-shift-up-to-half-of-swiss-jobs-abroad?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Cointelegraph,Latest News
https://bitcoinmagazine.com/?p=54803,2026-09-11T21:13:48+00:00,Blockstream Tells Hackers To Return Remaining Bitcoin Stolen in Liquid Theft,"Bitcoin Magazine Blockstream Tells Hackers To Return Remaining Bitcoin Stolen in Liquid Theft Bitcoin infrastructure firm Blockstream has refused to negotiate further with hackers who last week stole 4,000 bitcoins from its Liquid network. Writing on X Friday, Blockstream said that the hackers still had time to return the funds before the company would work with law enforcement. White-hat hackers on Sunday withdrew about $320 million from the federation wallet that backs Liquid, a sidechain by Blockstream. After negotiating with Blockstream, they returned most of the funds but kept 598.5 coins worth over $46 million — demanding it as ransom. “Blockstream will not pay a ransom for the return of stolen funds,” the post read. “Taking assets without authorization and withholding their return is a crime, not responsible disclosure. It is not white-hat activity. It is theft.” To those responsible for the theft of bitcoin from the Liquid Network: Blockstream will not pay a ransom for the return of stolen funds. Taking assets without authorization and withholding their return is a crime, not responsible disclosure. It is not white-hat activity. It is… — Blockstream (@Blockstream) September 11, 2026 It added: “We will work with law enforcement, exchanges, service providers, forensic specialists, and other relevant parties to trace and recover the assets and identify those responsible.” “We will not pay for the return of stolen property. We will not abandon our users. The Bitcoin community will not stop pursuing the funds.” Liquid, or L-BTC, is a layer-2 created by Blockstream that allows users to fast move assets backed 1:1 with bitcoin. One of the assets, LBTC, is a token backed by bitcoin that allows for quick settlement — a bit like the Lightning Network. Hackers were able to get the funds by exploiting an inflation bug on the Liquid sidechain to create over 4,000 LBTC that did not exist before and cash them out for real, on-chain bitcoins. The hackers then had an exchange with Blockstream via messages written into Bitcoin blocks. In one message, the white hats wrote: “Please fix the bug first. The chain is under risk at latest commit right now. Make sure every node is patched. Then we will transfer the money back safely after confirming the fix.” In the latest message, the hackers slammed Blocksteam as “delusional, greedy, and arrogant,” and threatened to reveal all of Blockstream’s encrypted messages in the exchange unless the company allowed thieves to keep 10% of the bitcoins. “You SHALL pay 10% using your own money as bug bounty or you will cause all your holders a 15% loss for your irresponsibility and stinginess,” the message read. The Bitcoin community is still reeling after hackers in July were able to steal over 1,800 bitcoins worth close to $140 million from Coldcard wallet holders. Users of the popular hardware wallet, created by Coinkite, were targeted because the product’s manufacturer did not use a true random number generator, allowing hackers to essentially guess investor seedphrases. This post Blockstream Tells Hackers To Return Remaining Bitcoin Stolen in Liquid Theft first appeared on Bitcoin Magazine and is written by Mathew Di Salvo .",https://bitcoinmagazine.com/news/blockstream-tells-demands-bitcoin,BitcoinMagazine,"NEWS, Blockstream, Crime, Hackers, lbtc, Liquid"
https://bitcoinmagazine.com/?p=54810,2026-09-11T21:22:59+00:00,"Bitcoin’s ‘Unusual Mix’: Bearish Inflation Print, Bullish Buyback Failure","Bitcoin Magazine Bitcoin’s ‘Unusual Mix’: Bearish Inflation Print, Bullish Buyback Failure Bitcoin’s path higher just got harder in the short term, but the setup further out may be improving, according to a new report. In a Friday note, European asset manager CoinShares’ Head of Research, James Butterfill, said firmer-than-expected core inflation raises the odds of tighter Fed policy and could cap bitcoin below $80,000 for now. But the longer-term case, he argued, rests on the U.S. Treasury’s bond buyback programme failing to bring down long-end yields — a failure that could ultimately feed the debasement narrative that has supported both bitcoin and gold. “The result is therefore a somewhat unusual policy mix for Bitcoin,” the report read. “Today’s CPI data is negative at the margin, increasing the probability of tighter monetary policy and potentially limiting the immediate upside. “But the apparent failure of the Treasury’s current buying programme increases the likelihood of much more substantial intervention further ahead.” It continued: “If that happens, it could become one of the more powerful medium-term catalysts for Bitcoin.” Data on Friday revealed that the consumer price index, excluding food and energy, climbed 0.3% in August from a month earlier — higher than expected. According to CME’s FedWatch tool, traders think there is a 85% chance interest rates will be higher after the Federal Reserve meets next week. Bitcoin has typically performed well in a low interest rate environment. But the U.S. Treasury’s expanded bond buyback programme has so far failed to materially suppress long-term yields. If yields stay stubbornly high, Butterfill said, pressure will build on Treasury Secretary Scott Bessent to escalate to a much larger, “bazooka-style” buying programme aimed at forcing borrowing costs down. Bitcoin in August had one of its best runs in years after Treasury Secretary Scott Bessent announced the department would double the size of its long-dated bond buybacks. The announcement and subsequent price surge has led some to say the much talked-about debasement trade is back. The so-called debasement trade is when investors buy an asset as a way to hedge against a currency losing value. Bitcoin and gold have both benefited as part of the trade as the dollar weakens. This post Bitcoin’s ‘Unusual Mix’: Bearish Inflation Print, Bullish Buyback Failure first appeared on Bitcoin Magazine and is written by Mathew Di Salvo .",https://bitcoinmagazine.com/news/bitcoin-has-unusual-mix-says-coinshares,BitcoinMagazine,"NEWS, Bitcoin, bitcoin price, Coinshares"
cd5cd6a8-2917-4ffa-b3be-9aad6d4e51f2,2026-09-12T16:00:00+00:00,Ditching bonds for bitcoin: How crypto can tackle the AI-heavy portfolio dilemma,"Bitcoin Suisse says rising AI investment, government debt and weakening stock-bond diversification strengthen the case for adding bitcoin to traditional portfolios.",https://www.coindesk.com/business/2026/09/12/ditching-bonds-for-bitcoin-how-crypto-can-tackle-the-ai-heavy-portfolio-dilemma,CoinDesk,"Finance, Artificial Intelligence, Bitcoin News, News"
748ffaae-cf8c-4aa7-92d1-b7f3abf520be,2026-09-12T21:09:06+00:00,Bitcoin Suisse plans to cut up to half its Swiss jobs as it shifts work abroad,The company is closing its Copenhagen IT site while maintaining Bratislava and opening a new hub in Vietnam to reduce costs.,https://www.coindesk.com/business/2026/09/12/bitcoin-suisse-plans-to-cut-up-to-half-its-swiss-jobs-as-it-shifts-work-abroad,CoinDesk,"Finance, Bitcoin News, News"
https://cointelegraph.com/markets/bitcoin-etfs-shed-463m-ether-etfs-gain-197m,2026-09-14T07:07:54+00:00,Bitcoin ETFs shed $463M in weekly reversal as Ether ETFs gain $197M,"ARKB, GBTC and IBIT led Bitcoin ETF withdrawals, while BlackRock’s ETHA pushed Ether ETFs into weekly inflows.",https://cointelegraph.com/markets/bitcoin-etfs-shed-463m-ether-etfs-gain-197m?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Cointelegraph,Markets
fe02b3c3-008b-43b7-8453-16bc78813038,2026-09-14T08:07:16+00:00,Bitcoin bucks tech selloff as AI safety concerns weigh on stocks,"Bitcoin rose above $77,000 as calls to slow AI development hit technology shares, while rising oil prices added to market pressure.",https://www.coindesk.com/markets/2026/09/14/bitcoin-bucks-tech-selloff-as-ai-safety-concerns-weigh-on-stocks,CoinDesk,"Markets, Bitcoin News, Markets, News"
https://cointelegraph.com/news/symbiosis-recovered-15-btc-bridge-hack-20-bounty,2026-09-14T09:55:35+00:00,"Symbiosis says recovered 15 BTC from bridge hack, offers 20% bounty",Symbiosis is offering a 20% bounty for information leading to asset recovery after the hacker refused to return the stolen funds for the same white-hat bounty.,https://cointelegraph.com/news/symbiosis-recovered-15-btc-bridge-hack-20-bounty?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Cointelegraph,Latest News
https://cointelegraph.com/markets/clarity-act-vote-meets-fed-rate-hike-five-things-to-know-in-bitcoin-this-week,2026-09-14T10:02:00+00:00,CLARITY Act vote meets Fed rate hike: Five things to know in Bitcoin this week,Bitcoin traders brace for volatility as the CLARITY Act awaits a Senate vote to move forward and the Fed is due to announce its latest rate decision.,https://cointelegraph.com/markets/clarity-act-vote-meets-fed-rate-hike-five-things-to-know-in-bitcoin-this-week?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Cointelegraph,Markets
c5c05f71-0f58-480d-9241-0faee5b26e9a,2026-09-14T10:09:41+00:00,"Bitcoin climbs to $78,000 as crypto sits out the AI selloff",Bitcoin rose 1.9% since midnight UTC while Nasdaq 100 index futures fell 1.65% on calls to slow AI development and crude gained almost 4% on a Saudi pipeline closure.,https://www.coindesk.com/markets/2026/09/14/bitcoin-climbs-to-usd78-000-as-crypto-sits-out-the-ai-selloff,CoinDesk,"Markets, Crypto Markets Today, News"
1e7d0d68-0669-4709-a1ac-ff7f00f5dbf4,2026-09-14T11:44:21+00:00,"Live updates: Bitcoin climbs as stocks drop, U.S. 10-year yield rises to 5%","The Federal Reserve's two-day policy meeting begins tomorrow, with nearly all now expecting the U.S. central bank to hike its benchmark policy rate by 25 basis points.",https://www.coindesk.com/tech/2026/09/14/live-updates-bitcoin-manages-small-gains-as-stocks-drop-on-ai-concern-oil-surges,CoinDesk,"Markets, Live News, live_news"
